date,crop,market,price_per_quintal
2026-02-28,Groundnut,Vadodara APMC,7375
2026-02-28,Groundnut,Surat APMC,8174
2026-02-28,Groundnut,Rajkot APMC,7762
2026-02-28,Groundnut,Anand APMC,7519
2026-02-28,Tomato,Ahmedabad APMC,2188
2026-02-28,Tomato,Vadodara APMC,1594
2026-02-28,Tomato,Surat APMC,2390
2026-02-28,Tomato,Rajkot APMC,1982
2026-02-28,Tomato,Anand APMC,1781
2026-03-01,Cotton,Ahmedabad APMC,8985
2026-03-01,Cotton,Vadodara APMC,8412
2026-03-01,Cotton,Surat APMC,9184
2026-03-01,Cotton,Rajkot APMC,8763
2026-03-01,Cotton,Anand APMC,8573
2026-03-01,Wheat,Ahmedabad APMC,5355
2026-03-01,Wheat,Vadodara APMC,4747
2026-03-01,Wheat,Surat APMC,5550
2026-03-01,Wheat,Rajkot APMC,5171
2026-03-01,Wheat,Anand APMC,4959
2026-03-01,Groundnut,Ahmedabad APMC,7959
2026-03-01,Groundnut,Vadodara APMC,7382
2026-03-01,Groundnut,Surat APMC,8135
2026-03-01,Groundnut,Rajkot APMC,7770
2026-03-01,Groundnut,Anand APMC,7590
2026-03-01,Tomato,Ahmedabad APMC,2210
2026-03-01,Tomato,Vadodara APMC,1623
2026-03-01,Tomato,Surat APMC,2416
2026-03-01,Tomato,Rajkot APMC,1989
2026-03-01,Tomato,Anand APMC,1789
2026-03-02,Cotton,Ahmedabad APMC,9034
2026-03-02,Cotton,Vadodara APMC,8433
2026-03-02,Cotton,Surat APMC,9169
2026-03-02,Cotton,Rajkot APMC,8813
2026-03-02,Cotton,Anand APMC,8554
2026-03-02,Wheat,Ahmedabad APMC,5388
2026-03-02,Wheat,Vadodara APMC,4812
2026-03-02,Wheat,Surat APMC,5617
2026-03-02,Wheat,Rajkot APMC,5201
2026-03-02,Wheat,Anand APMC,4986
2026-03-02,Groundnut,Ahmedabad APMC,8016
2026-03-02,Groundnut,Vadodara APMC,7372
2026-03-02,Groundnut,Surat APMC,8227
2026-03-02,Groundnut,Rajkot APMC,7818
2026-03-02,Groundnut,Anand APMC,7561
2026-03-02,Tomato,Ahmedabad APMC,2216
2026-03-02,Tomato,Vadodara APMC,1579
2026-03-02,Tomato,Surat APMC,2396
2026-03-02,Tomato,Rajkot APMC,2025
2026-03-02,Tomato,Anand APMC,1811
2026-03-03,Cotton,Ahmedabad APMC,9004
2026-03-03,Cotton,Vadodara APMC,8394
2026-03-03,Cotton,Surat APMC,9245
2026-03-03,Cotton,Rajkot APMC,8885
2026-03-03,Cotton,Anand APMC,8618
2026-03-03,Wheat,Ahmedabad APMC,5446
2026-03-03,Wheat,Vadodara APMC,4864
2026-03-03,Wheat,Surat APMC,5650
2026-03-03,Wheat,Rajkot APMC,5230
2026-03-03,Wheat,Anand APMC,5046
2026-03-03,Groundnut,Ahmedabad APMC,8058
2026-03-03,Groundnut,Vadodara APMC,7438
2026-03-03,Groundnut,Surat APMC,8230
2026-03-03,Groundnut,Rajkot APMC,7870
2026-03-03,Groundnut,Anand APMC,7652
2026-03-03,Tomato,Ahmedabad APMC,2230
2026-03-03,Tomato,Vadodara APMC,1609
2026-03-03,Tomato,Surat APMC,2377
2026-03-03,Tomato,Rajkot APMC,2014
2026-03-03,Tomato,Anand APMC,1779
2026-03-04,Cotton,Ahmedabad APMC,9050
2026-03-04,Cotton,Vadodara APMC,8500
2026-03-04,Cotton,Surat APMC,9307
2026-03-04,Cotton,Rajkot APMC,8856
2026-03-04,Cotton,Anand APMC,8649
2026-03-04,Wheat,Ahmedabad APMC,5475
2026-03-04,Wheat,Vadodara APMC,4897
2026-03-04,Wheat,Surat APMC,5676
2026-03-04,Wheat,Rajkot APMC,5310
2026-03-04,Wheat,Anand APMC,5076
2026-03-04,Groundnut,Ahmedabad APMC,8076
2026-03-04,Groundnut,Vadodara APMC,7441
2026-03-04,Groundnut,Surat APMC,8258
2026-03-04,Groundnut,Rajkot APMC,7823
2026-03-04,Groundnut,Anand APMC,7625
2026-03-04,Tomato,Ahmedabad APMC,2200
2026-03-04,Tomato,Vadodara APMC,1630
2026-03-04,Tomato,Surat APMC,2383
2026-03-04,Tomato,Rajkot APMC,1998
2026-03-04,Tomato,Anand APMC,1802
2026-03-05,Cotton,Ahmedabad APMC,9102
2026-03-05,Cotton,Vadodara APMC,8510
2026-03-05,Cotton,Surat APMC,9273
2026-03-05,Cotton,Rajkot APMC,8886
2026-03-05,Cotton,Anand APMC,8722
2026-03-05,Wheat,Ahmedabad APMC,5541
2026-03-05,Wheat,Vadodara APMC,4951
2026-03-05,Wheat,Surat APMC,5726
2026-03-05,Wheat,Rajkot APMC,5325
2026-03-05,Wheat,Anand APMC,5126
2026-03-05,Groundnut,Ahmedabad APMC,8060
2026-03-05,Groundnut,Vadodara APMC,7528
2026-03-05,Groundnut,Surat APMC,8298
2026-03-05,Groundnut,Rajkot APMC,7929
2026-03-05,Groundnut,Anand APMC,7680
2026-03-05,Tomato,Ahmedabad APMC,2216
2026-03-05,Tomato,Vadodara APMC,1643
2026-03-05,Tomato,Surat APMC,2422
2026-03-05,Tomato,Rajkot APMC,1994
2026-03-05,Tomato,Anand APMC,1799
2026-03-06,Cotton,Ahmedabad APMC,9149
2026-03-06,Cotton,Vadodara APMC,8571
2026-03-06,Cotton,Surat APMC,9322
2026-03-06,Cotton,Rajkot APMC,8948
2026-03-06,Cotton,Anand APMC,8722
2026-03-06,Wheat,Ahmedabad APMC,5560
2026-03-06,Wheat,Vadodara APMC,4989
2026-03-06,Wheat,Surat APMC,5778
2026-03-06,Wheat,Rajkot APMC,5394
2026-03-06,Wheat,Anand APMC,5170
2026-03-06,Groundnut,Ahmedabad APMC,8089
2026-03-06,Groundnut,Vadodara APMC,7536
2026-03-06,Groundnut,Surat APMC,8324
2026-03-06,Groundnut,Rajkot APMC,7955
2026-03-06,Groundnut,Anand APMC,7718
2026-03-06,Tomato,Ahmedabad APMC,2230
2026-03-06,Tomato,Vadodara APMC,1617
2026-03-06,Tomato,Surat APMC,2434
2026-03-06,Tomato,Rajkot APMC,2006
2026-03-06,Tomato,Anand APMC,1819
2026-03-07,Cotton,Ahmedabad APMC,9163
2026-03-07,Cotton,Vadodara APMC,8550
2026-03-07,Cotton,Surat APMC,9374
2026-03-07,Cotton,Rajkot APMC,8986
2026-03-07,Cotton,Anand APMC,8738
2026-03-07,Wheat,Ahmedabad APMC,5620
2026-03-07,Wheat,Vadodara APMC,5029
2026-03-07,Wheat,Surat APMC,5841
2026-03-07,Wheat,Rajkot APMC,5427
2026-03-07,Wheat,Anand APMC,5241
2026-03-07,Groundnut,Ahmedabad APMC,8147
2026-03-07,Groundnut,Vadodara APMC,7547
2026-03-07,Groundnut,Surat APMC,8312
2026-03-07,Groundnut,Rajkot APMC,7960
2026-03-07,Groundnut,Anand APMC,7745
2026-03-07,Tomato,Ahmedabad APMC,2195
2026-03-07,Tomato,Vadodara APMC,1631
2026-03-07,Tomato,Surat APMC,2450
2026-03-07,Tomato,Rajkot APMC,2038
2026-03-07,Tomato,Anand APMC,1844
2026-03-08,Cotton,Ahmedabad APMC,9255
2026-03-08,Cotton,Vadodara APMC,8566
2026-03-08,Cotton,Surat APMC,9437
2026-03-08,Cotton,Rajkot APMC,9055
2026-03-08,Cotton,Anand APMC,8823
2026-03-08,Wheat,Ahmedabad APMC,5668
2026-03-08,Wheat,Vadodara APMC,5064
2026-03-08,Wheat,Surat APMC,5888
2026-03-08,Wheat,Rajkot APMC,5472
2026-03-08,Wheat,Anand APMC,5264
2026-03-08,Groundnut,Ahmedabad APMC,8164
2026-03-08,Groundnut,Vadodara APMC,7619
2026-03-08,Groundnut,Surat APMC,8372
2026-03-08,Groundnut,Rajkot APMC,7957
2026-03-08,Groundnut,Anand APMC,7820
2026-03-08,Tomato,Ahmedabad APMC,2206
2026-03-08,Tomato,Vadodara APMC,1657
2026-03-08,Tomato,Surat APMC,2440
2026-03-08,Tomato,Rajkot APMC,2041
2026-03-08,Tomato,Anand APMC,1802
2026-03-09,Cotton,Ahmedabad APMC,9234
2026-03-09,Cotton,Vadodara APMC,8695
2026-03-09,Cotton,Surat APMC,9451
2026-03-09,Cotton,Rajkot APMC,8999
2026-03-09,Cotton,Anand APMC,8869
2026-03-09,Wheat,Ahmedabad APMC,5718
2026-03-09,Wheat,Vadodara APMC,5103
2026-03-09,Wheat,Surat APMC,5900
2026-03-09,Wheat,Rajkot APMC,5513
2026-03-09,Wheat,Anand APMC,5315
2026-03-09,Groundnut,Ahmedabad APMC,8223
2026-03-09,Groundnut,Vadodara APMC,7592
2026-03-09,Groundnut,Surat APMC,8395
2026-03-09,Groundnut,Rajkot APMC,7986
2026-03-09,Groundnut,Anand APMC,7839
2026-03-09,Tomato,Ahmedabad APMC,2261
2026-03-09,Tomato,Vadodara APMC,1628
2026-03-09,Tomato,Surat APMC,2438
2026-03-09,Tomato,Rajkot APMC,2037
2026-03-09,Tomato,Anand APMC,1863
2026-03-10,Cotton,Ahmedabad APMC,9264
2026-03-10,Cotton,Vadodara APMC,8651
2026-03-10,Cotton,Surat APMC,9462
2026-03-10,Cotton,Rajkot APMC,9091
2026-03-10,Cotton,Anand APMC,8867
2026-03-10,Wheat,Ahmedabad APMC,5761
2026-03-10,Wheat,Vadodara APMC,5147
2026-03-10,Wheat,Surat APMC,5969
2026-03-10,Wheat,Rajkot APMC,5544
2026-03-10,Wheat,Anand APMC,5349
2026-03-10,Groundnut,Ahmedabad APMC,8228
2026-03-10,Groundnut,Vadodara APMC,7650
2026-03-10,Groundnut,Surat APMC,8471
2026-03-10,Groundnut,Rajkot APMC,8046
2026-03-10,Groundnut,Anand APMC,7811
2026-03-10,Tomato,Ahmedabad APMC,2260
2026-03-10,Tomato,Vadodara APMC,1635
2026-03-10,Tomato,Surat APMC,2410
2026-03-10,Tomato,Rajkot APMC,2026
2026-03-10,Tomato,Anand APMC,1844
2026-03-11,Cotton,Ahmedabad APMC,9280
2026-03-11,Cotton,Vadodara APMC,8723
2026-03-11,Cotton,Surat APMC,9500
2026-03-11,Cotton,Rajkot APMC,9151
2026-03-11,Cotton,Anand APMC,8960
2026-03-11,Wheat,Ahmedabad APMC,5801
2026-03-11,Wheat,Vadodara APMC,5222
2026-03-11,Wheat,Surat APMC,6009
2026-03-11,Wheat,Rajkot APMC,5625
2026-03-11,Wheat,Anand APMC,5408
2026-03-11,Groundnut,Ahmedabad APMC,8243
2026-03-11,Groundnut,Vadodara APMC,7659
2026-03-11,Groundnut,Surat APMC,8490
2026-03-11,Groundnut,Rajkot APMC,8033
2026-03-11,Groundnut,Anand APMC,7909
2026-03-11,Tomato,Ahmedabad APMC,2271
2026-03-11,Tomato,Vadodara APMC,1675
2026-03-11,Tomato,Surat APMC,2450
2026-03-11,Tomato,Rajkot APMC,2035
2026-03-11,Tomato,Anand APMC,1873
2026-03-12,Cotton,Ahmedabad APMC,9378
2026-03-12,Cotton,Vadodara APMC,8728
2026-03-12,Cotton,Surat APMC,9500
2026-03-12,Cotton,Rajkot APMC,9108
2026-03-12,Cotton,Anand APMC,8981
2026-03-12,Wheat,Ahmedabad APMC,5859
2026-03-12,Wheat,Vadodara APMC,5249
2026-03-12,Wheat,Surat APMC,6056
2026-03-12,Wheat,Rajkot APMC,5637
2026-03-12,Wheat,Anand APMC,5438
2026-03-12,Groundnut,Ahmedabad APMC,8265
2026-03-12,Groundnut,Vadodara APMC,7664
2026-03-12,Groundnut,Surat APMC,8498
2026-03-12,Groundnut,Rajkot APMC,8123
2026-03-12,Groundnut,Anand APMC,7874
2026-03-12,Tomato,Ahmedabad APMC,2226
2026-03-12,Tomato,Vadodara APMC,1635
2026-03-12,Tomato,Surat APMC,2476
2026-03-12,Tomato,Rajkot APMC,2054
2026-03-12,Tomato,Anand APMC,1828
2026-03-13,Cotton,Ahmedabad APMC,9384
2026-03-13,Cotton,Vadodara APMC,8793
2026-03-13,Cotton,Surat APMC,9500
2026-03-13,Cotton,Rajkot APMC,9220
2026-03-13,Cotton,Anand APMC,9030
2026-03-13,Wheat,Ahmedabad APMC,5909
2026-03-13,Wheat,Vadodara APMC,5301
2026-03-13,Wheat,Surat APMC,6112
2026-03-13,Wheat,Rajkot APMC,5684
2026-03-13,Wheat,Anand APMC,5501
2026-03-13,Groundnut,Ahmedabad APMC,8302
2026-03-13,Groundnut,Vadodara APMC,7752
2026-03-13,Groundnut,Surat APMC,8500
2026-03-13,Groundnut,Rajkot APMC,8142
2026-03-13,Groundnut,Anand APMC,7925
2026-03-13,Tomato,Ahmedabad APMC,2227
2026-03-13,Tomato,Vadodara APMC,1669
2026-03-13,Tomato,Surat APMC,2448
2026-03-13,Tomato,Rajkot APMC,2038
2026-03-13,Tomato,Anand APMC,1853
2026-03-14,Cotton,Ahmedabad APMC,9426
2026-03-14,Cotton,Vadodara APMC,8800
2026-03-14,Cotton,Surat APMC,9500
2026-03-14,Cotton,Rajkot APMC,9182
2026-03-14,Cotton,Anand APMC,9057
2026-03-14,Wheat,Ahmedabad APMC,5943
2026-03-14,Wheat,Vadodara APMC,5354
2026-03-14,Wheat,Surat APMC,6142
2026-03-14,Wheat,Rajkot APMC,5723
2026-03-14,Wheat,Anand APMC,5545
2026-03-14,Groundnut,Ahmedabad APMC,8355
2026-03-14,Groundnut,Vadodara APMC,7744
2026-03-14,Groundnut,Surat APMC,8500
2026-03-14,Groundnut,Rajkot APMC,8178
2026-03-14,Groundnut,Anand APMC,7931
2026-03-14,Tomato,Ahmedabad APMC,2272
2026-03-14,Tomato,Vadodara APMC,1643
2026-03-14,Tomato,Surat APMC,2471
2026-03-14,Tomato,Rajkot APMC,2070
2026-03-14,Tomato,Anand APMC,1868
2026-03-15,Cotton,Ahmedabad APMC,9407
2026-03-15,Cotton,Vadodara APMC,8811
2026-03-15,Cotton,Surat APMC,9500
2026-03-15,Cotton,Rajkot APMC,9247
2026-03-15,Cotton,Anand APMC,9036
2026-03-15,Wheat,Ahmedabad APMC,5973
2026-03-15,Wheat,Vadodara APMC,5401
2026-03-15,Wheat,Surat APMC,6178
2026-03-15,Wheat,Rajkot APMC,5769
2026-03-15,Wheat,Anand APMC,5600
2026-03-15,Groundnut,Ahmedabad APMC,8376
2026-03-15,Groundnut,Vadodara APMC,7825
2026-03-15,Groundnut,Surat APMC,8500
2026-03-15,Groundnut,Rajkot APMC,8179
2026-03-15,Groundnut,Anand APMC,7992
2026-03-15,Tomato,Ahmedabad APMC,2284
2026-03-15,Tomato,Vadodara APMC,1644
2026-03-15,Tomato,Surat APMC,2485
2026-03-15,Tomato,Rajkot APMC,2092
2026-03-15,Tomato,Anand APMC,1873
2026-03-16,Cotton,Ahmedabad APMC,9440
2026-03-16,Cotton,Vadodara APMC,8875
2026-03-16,Cotton,Surat APMC,9500
2026-03-16,Cotton,Rajkot APMC,9256
2026-03-16,Cotton,Anand APMC,9109
2026-03-16,Wheat,Ahmedabad APMC,6026
2026-03-16,Wheat,Vadodara APMC,5421
2026-03-16,Wheat,Surat APMC,6217
2026-03-16,Wheat,Rajkot APMC,5811
2026-03-16,Wheat,Anand APMC,5618
2026-03-16,Groundnut,Ahmedabad APMC,8381
2026-03-16,Groundnut,Vadodara APMC,7825
2026-03-16,Groundnut,Surat APMC,8500
2026-03-16,Groundnut,Rajkot APMC,8255
2026-03-16,Groundnut,Anand APMC,8021
2026-03-16,Tomato,Ahmedabad APMC,2241
2026-03-16,Tomato,Vadodara APMC,1651
2026-03-16,Tomato,Surat APMC,2456
2026-03-16,Tomato,Rajkot APMC,2043
2026-03-16,Tomato,Anand APMC,1848
2026-03-17,Cotton,Ahmedabad APMC,9500
2026-03-17,Cotton,Vadodara APMC,8928
2026-03-17,Cotton,Surat APMC,9500
2026-03-17,Cotton,Rajkot APMC,9289
2026-03-17,Cotton,Anand APMC,9170
2026-03-17,Wheat,Ahmedabad APMC,6059
2026-03-17,Wheat,Vadodara APMC,5485
2026-03-17,Wheat,Surat APMC,6283
2026-03-17,Wheat,Rajkot APMC,5878
2026-03-17,Wheat,Anand APMC,5687
2026-03-17,Groundnut,Ahmedabad APMC,8485
2026-03-17,Groundnut,Vadodara APMC,7823
2026-03-17,Groundnut,Surat APMC,8500
2026-03-17,Groundnut,Rajkot APMC,8274
2026-03-17,Groundnut,Anand APMC,8038
2026-03-17,Tomato,Ahmedabad APMC,2305
2026-03-17,Tomato,Vadodara APMC,1684
2026-03-17,Tomato,Surat APMC,2447
2026-03-17,Tomato,Rajkot APMC,2091
2026-03-17,Tomato,Anand APMC,1895
2026-03-18,Cotton,Ahmedabad APMC,9500
2026-03-18,Cotton,Vadodara APMC,8976
2026-03-18,Cotton,Surat APMC,9500
2026-03-18,Cotton,Rajkot APMC,9368
2026-03-18,Cotton,Anand APMC,9192
2026-03-18,Wheat,Ahmedabad APMC,6101
2026-03-18,Wheat,Vadodara APMC,5503
2026-03-18,Wheat,Surat APMC,6330
2026-03-18,Wheat,Rajkot APMC,5925
2026-03-18,Wheat,Anand APMC,5727
2026-03-18,Groundnut,Ahmedabad APMC,8453
2026-03-18,Groundnut,Vadodara APMC,7902
2026-03-18,Groundnut,Surat APMC,8500
2026-03-18,Groundnut,Rajkot APMC,8249
2026-03-18,Groundnut,Anand APMC,8050
2026-03-18,Tomato,Ahmedabad APMC,2270
2026-03-18,Tomato,Vadodara APMC,1688
2026-03-18,Tomato,Surat APMC,2459
2026-03-18,Tomato,Rajkot APMC,2054
2026-03-18,Tomato,Anand APMC,1858
2026-03-19,Cotton,Ahmedabad APMC,9500
2026-03-19,Cotton,Vadodara APMC,9024
2026-03-19,Cotton,Surat APMC,9500
2026-03-19,Cotton,Rajkot APMC,9419
2026-03-19,Cotton,Anand APMC,9215
2026-03-19,Wheat,Ahmedabad APMC,6165
2026-03-19,Wheat,Vadodara APMC,5569
2026-03-19,Wheat,Surat APMC,6383
2026-03-19,Wheat,Rajkot APMC,5978
2026-03-19,Wheat,Anand APMC,5763
2026-03-19,Groundnut,Ahmedabad APMC,8500
2026-03-19,Groundnut,Vadodara APMC,7934
2026-03-19,Groundnut,Surat APMC,8500
2026-03-19,Groundnut,Rajkot APMC,8325
2026-03-19,Groundnut,Anand APMC,8082
2026-03-19,Tomato,Ahmedabad APMC,2305
2026-03-19,Tomato,Vadodara APMC,1699
2026-03-19,Tomato,Surat APMC,2462
2026-03-19,Tomato,Rajkot APMC,2109
2026-03-19,Tomato,Anand APMC,1896
2026-03-20,Cotton,Ahmedabad APMC,9500
2026-03-20,Cotton,Vadodara APMC,9078
2026-03-20,Cotton,Surat APMC,9500
2026-03-20,Cotton,Rajkot APMC,9472
2026-03-20,Cotton,Anand APMC,9207
2026-03-20,Wheat,Ahmedabad APMC,6217
2026-03-20,Wheat,Vadodara APMC,5618
2026-03-20,Wheat,Surat APMC,6404
2026-03-20,Wheat,Rajkot APMC,6016
2026-03-20,Wheat,Anand APMC,5811
2026-03-20,Groundnut,Ahmedabad APMC,8500
2026-03-20,Groundnut,Vadodara APMC,7951
2026-03-20,Groundnut,Surat APMC,8500
2026-03-20,Groundnut,Rajkot APMC,8312
2026-03-20,Groundnut,Anand APMC,8140
2026-03-20,Tomato,Ahmedabad APMC,2287
2026-03-20,Tomato,Vadodara APMC,1680
2026-03-20,Tomato,Surat APMC,2502
2026-03-20,Tomato,Rajkot APMC,2076
2026-03-20,Tomato,Anand APMC,1883
2026-03-21,Cotton,Ahmedabad APMC,9500
2026-03-21,Cotton,Vadodara APMC,9102
2026-03-21,Cotton,Surat APMC,9500
2026-03-21,Cotton,Rajkot APMC,9423
2026-03-21,Cotton,Anand APMC,9226
2026-03-21,Wheat,Ahmedabad APMC,6240
2026-03-21,Wheat,Vadodara APMC,5640
2026-03-21,Wheat,Surat APMC,6462
2026-03-21,Wheat,Rajkot APMC,6041
2026-03-21,Wheat,Anand APMC,5858
2026-03-21,Groundnut,Ahmedabad APMC,8500
2026-03-21,Groundnut,Vadodara APMC,8001
2026-03-21,Groundnut,Surat APMC,8500
2026-03-21,Groundnut,Rajkot APMC,8405
2026-03-21,Groundnut,Anand APMC,8201
2026-03-21,Tomato,Ahmedabad APMC,2300
2026-03-21,Tomato,Vadodara APMC,1686
2026-03-21,Tomato,Surat APMC,2507
2026-03-21,Tomato,Rajkot APMC,2072
2026-03-21,Tomato,Anand APMC,1891
2026-03-22,Cotton,Ahmedabad APMC,9500
2026-03-22,Cotton,Vadodara APMC,9135
2026-03-22,Cotton,Surat APMC,9500
2026-03-22,Cotton,Rajkot APMC,9500
2026-03-22,Cotton,Anand APMC,9342
2026-03-22,Wheat,Ahmedabad APMC,6283
2026-03-22,Wheat,Vadodara APMC,5698
2026-03-22,Wheat,Surat APMC,6500
2026-03-22,Wheat,Rajkot APMC,6099
2026-03-22,Wheat,Anand APMC,5902
2026-03-22,Groundnut,Ahmedabad APMC,8500
2026-03-22,Groundnut,Vadodara APMC,8033
2026-03-22,Groundnut,Surat APMC,8500
2026-03-22,Groundnut,Rajkot APMC,8387
2026-03-22,Groundnut,Anand APMC,8179
2026-03-22,Tomato,Ahmedabad APMC,2312
2026-03-22,Tomato,Vadodara APMC,1700
2026-03-22,Tomato,Surat APMC,2484
2026-03-22,Tomato,Rajkot APMC,2124
2026-03-22,Tomato,Anand APMC,1876
2026-03-23,Cotton,Ahmedabad APMC,9500
2026-03-23,Cotton,Vadodara APMC,9156
2026-03-23,Cotton,Surat APMC,9500
2026-03-23,Cotton,Rajkot APMC,9499
2026-03-23,Cotton,Anand APMC,9382
2026-03-23,Wheat,Ahmedabad APMC,6342
2026-03-23,Wheat,Vadodara APMC,5761
2026-03-23,Wheat,Surat APMC,6500
2026-03-23,Wheat,Rajkot APMC,6152
2026-03-23,Wheat,Anand APMC,5960
2026-03-23,Groundnut,Ahmedabad APMC,8500
2026-03-23,Groundnut,Vadodara APMC,8068
2026-03-23,Groundnut,Surat APMC,8500
2026-03-23,Groundnut,Rajkot APMC,8393
2026-03-23,Groundnut,Anand APMC,8267
2026-03-23,Tomato,Ahmedabad APMC,2334
2026-03-23,Tomato,Vadodara APMC,1717
2026-03-23,Tomato,Surat APMC,2528
2026-03-23,Tomato,Rajkot APMC,2119
2026-03-23,Tomato,Anand APMC,1892
2026-03-24,Cotton,Ahmedabad APMC,9500
2026-03-24,Cotton,Vadodara APMC,9143
2026-03-24,Cotton,Surat APMC,9500
2026-03-24,Cotton,Rajkot APMC,9500
2026-03-24,Cotton,Anand APMC,9417
2026-03-24,Wheat,Ahmedabad APMC,6389
2026-03-24,Wheat,Vadodara APMC,5791
2026-03-24,Wheat,Surat APMC,6500
2026-03-24,Wheat,Rajkot APMC,6170
2026-03-24,Wheat,Anand APMC,5981
2026-03-24,Groundnut,Ahmedabad APMC,8500
2026-03-24,Groundnut,Vadodara APMC,8092
2026-03-24,Groundnut,Surat APMC,8500
2026-03-24,Groundnut,Rajkot APMC,8428
2026-03-24,Groundnut,Anand APMC,8238
2026-03-24,Tomato,Ahmedabad APMC,2327
2026-03-24,Tomato,Vadodara APMC,1720
2026-03-24,Tomato,Surat APMC,2481
2026-03-24,Tomato,Rajkot APMC,2085
2026-03-24,Tomato,Anand APMC,1927
2026-03-25,Cotton,Ahmedabad APMC,9500
2026-03-25,Cotton,Vadodara APMC,9182
2026-03-25,Cotton,Surat APMC,9500
2026-03-25,Cotton,Rajkot APMC,9500
2026-03-25,Cotton,Anand APMC,9413
2026-03-25,Wheat,Ahmedabad APMC,6436
2026-03-25,Wheat,Vadodara APMC,5825
2026-03-25,Wheat,Surat APMC,6500
2026-03-25,Wheat,Rajkot APMC,6234
2026-03-25,Wheat,Anand APMC,6035
2026-03-25,Groundnut,Ahmedabad APMC,8500
2026-03-25,Groundnut,Vadodara APMC,8126
2026-03-25,Groundnut,Surat APMC,8500
2026-03-25,Groundnut,Rajkot APMC,8456
2026-03-25,Groundnut,Anand APMC,8269
2026-03-25,Tomato,Ahmedabad APMC,2295
2026-03-25,Tomato,Vadodara APMC,1733
2026-03-25,Tomato,Surat APMC,2524
2026-03-25,Tomato,Rajkot APMC,2088
2026-03-25,Tomato,Anand APMC,1928
2026-03-26,Cotton,Ahmedabad APMC,9500
2026-03-26,Cotton,Vadodara APMC,9224
2026-03-26,Cotton,Surat APMC,9500
2026-03-26,Cotton,Rajkot APMC,9500
2026-03-26,Cotton,Anand APMC,9444
2026-03-26,Wheat,Ahmedabad APMC,6491
2026-03-26,Wheat,Vadodara APMC,5898
2026-03-26,Wheat,Surat APMC,6500
2026-03-26,Wheat,Rajkot APMC,6286
2026-03-26,Wheat,Anand APMC,6077
2026-03-26,Groundnut,Ahmedabad APMC,8500
2026-03-26,Groundnut,Vadodara APMC,8145
2026-03-26,Groundnut,Surat APMC,8500
2026-03-26,Groundnut,Rajkot APMC,8500
2026-03-26,Groundnut,Anand APMC,8335
2026-03-26,Tomato,Ahmedabad APMC,2297
2026-03-26,Tomato,Vadodara APMC,1708
2026-03-26,Tomato,Surat APMC,2533
2026-03-26,Tomato,Rajkot APMC,2133
2026-03-26,Tomato,Anand APMC,1927
2026-03-27,Cotton,Ahmedabad APMC,9500
2026-03-27,Cotton,Vadodara APMC,9292
2026-03-27,Cotton,Surat APMC,9500
2026-03-27,Cotton,Rajkot APMC,9500
2026-03-27,Cotton,Anand APMC,9430
2026-03-27,Wheat,Ahmedabad APMC,6500
2026-03-27,Wheat,Vadodara APMC,5930
2026-03-27,Wheat,Surat APMC,6500
2026-03-27,Wheat,Rajkot APMC,6308
2026-03-27,Wheat,Anand APMC,6105
2026-03-27,Groundnut,Ahmedabad APMC,8500
2026-03-27,Groundnut,Vadodara APMC,8148
2026-03-27,Groundnut,Surat APMC,8500
2026-03-27,Groundnut,Rajkot APMC,8500
2026-03-27,Groundnut,Anand APMC,8342
2026-03-27,Tomato,Ahmedabad APMC,2313
2026-03-27,Tomato,Vadodara APMC,1715
2026-03-27,Tomato,Surat APMC,2502
2026-03-27,Tomato,Rajkot APMC,2095
2026-03-27,Tomato,Anand APMC,1926
2026-03-28,Cotton,Ahmedabad APMC,9500
2026-03-28,Cotton,Vadodara APMC,9315
2026-03-28,Cotton,Surat APMC,9500
2026-03-28,Cotton,Rajkot APMC,9500
2026-03-28,Cotton,Anand APMC,9500
2026-03-28,Wheat,Ahmedabad APMC,6500
2026-03-28,Wheat,Vadodara APMC,5964
2026-03-28,Wheat,Surat APMC,6500
2026-03-28,Wheat,Rajkot APMC,6385
2026-03-28,Wheat,Anand APMC,6172
2026-03-28,Groundnut,Ahmedabad APMC,8500
2026-03-28,Groundnut,Vadodara APMC,8190
2026-03-28,Groundnut,Surat APMC,8500
2026-03-28,Groundnut,Rajkot APMC,8500
2026-03-28,Groundnut,Anand APMC,8342
2026-03-28,Tomato,Ahmedabad APMC,2329
2026-03-28,Tomato,Vadodara APMC,1758
2026-03-28,Tomato,Surat APMC,2504
2026-03-28,Tomato,Rajkot APMC,2155
2026-03-28,Tomato,Anand APMC,1920
2026-03-29,Cotton,Ahmedabad APMC,9500
2026-03-29,Cotton,Vadodara APMC,9349
2026-03-29,Cotton,Surat APMC,9500
2026-03-29,Cotton,Rajkot APMC,9500
2026-03-29,Cotton,Anand APMC,9500
2026-03-29,Wheat,Ahmedabad APMC,6500
2026-03-29,Wheat,Vadodara APMC,6021
2026-03-29,Wheat,Surat APMC,6500
2026-03-29,Wheat,Rajkot APMC,6402
2026-03-29,Wheat,Anand APMC,6220
2026-03-29,Groundnut,Ahmedabad APMC,8500
2026-03-29,Groundnut,Vadodara APMC,8211
2026-03-29,Groundnut,Surat APMC,8500
2026-03-29,Groundnut,Rajkot APMC,8500
2026-03-29,Groundnut,Anand APMC,8428
2026-03-29,Tomato,Ahmedabad APMC,2358
2026-03-29,Tomato,Vadodara APMC,1749
